Numéro,B_mean,G_mean,R_mean
1,118.2451473759885,113.39180445722502,111.8705966930266
2,111.06433862433862,107.12042328042328,104.32063492063492
3,121.11832986832987,118.55474705474705,103.11330561330561
4,90.08695652173913,90.32608695652173,91.93478260869566
5,90.85714285714286,91.42857142857143,84.35714285714286
6,119.93409742120343,119.71060171919771,114.61318051575931
7,82.54074074074074,82.38518518518518,78.2
8,88.41635687732342,82.71747211895911,71.53159851301115
9,133.8181818181818,130.77272727272728,139.0909090909091
10,97.71428571428571,104.47619047619048,112.9047619047619
11,139.19815242494226,123.74064665127021,107.17551963048498
12,88.62162162162163,89.97297297297297,95.21171171171171
13,159.26645056726093,151.72431118314424,141.40259319286872
14,134.5300505050505,131.61944444444444,113.70176767676767
15,96.54545454545455,90.9090909090909,95.54545454545455
16,118.70769230769231,115.61538461538461,115.0
17,89.10968494749125,89.26604434072345,79.9953325554259
18,93.1,92.75,98.9
19,127.45846020008699,122.33906046107003,118.58003479773815
20,121.08717425577298,108.05601409626263,93.92126495409441
21,184.43186582809224,171.45283018867926,155.57966457023062
22,106.3623188405797,103.14492753623189,99.98188405797102
23,84.43613707165109,84.81230529595015,83.49065420560747
24,101.32038834951456,100.00970873786407,102.18446601941747
25,115.90997942386831,110.77314814814815,106.21039094650206
26,118.66504985179196,113.4513608191862,105.3400700619779
27,92.13539651837525,90.77562862669245,90.01353965183752
28,82.6,82.86666666666666,88.13333333333334
29,202.08236808236808,190.24195624195625,177.72200772200773
30,85.75,84.0625,86.3125
31,82.0,78.15384615384616,78.8974358974359
32,84.98039215686275,86.96078431372548,82.86274509803921
33,86.64166130070831,85.8026400515132,86.48583386992917
34,132.13202946405892,124.93091186182373,116.91897383794768
35,97.19542709232097,98.47540983606558,79.35375323554788
36,110.33014511873351,105.99472295514512,102.6348944591029
37,104.17241379310344,105.0,103.48275862068965
38,77.59434914228052,77.87991927346116,72.48435923309788
39,117.19472954230235,104.64909847434119,98.70651872399445
40,106.41615853658537,103.85746951219512,104.65701219512195
41,130.56135770234988,116.33529155787642,93.73781549173194
42,91.86368260427264,88.09155645981689,86.79348931841302
