Numéro,B_mean,G_mean,R_mean
1,78.52631578947368,74.13157894736842,70.10526315789474
2,176.02854671280278,145.63581314878894,116.60899653979239
3,112.1801209571391,103.63765448330265,91.07257428346043
4,87.87417218543047,88.67218543046357,89.00220750551877
5,98.53571428571429,93.28571428571429,93.78571428571429
6,131.86343969713357,123.72755543537048,114.84437533802055
7,134.27637444279347,124.68945022288261,108.06240713224369
8,115.36450571286638,108.14667163437655,91.60295578738202
9,93.00757575757575,89.75757575757575,83.09848484848484
10,84.89262371615312,76.2156862745098,65.91036414565826
11,98.67387944358578,96.83101494075218,97.20247295208655
12,111.84415584415585,109.50649350649351,114.98051948051948
13,105.44736842105263,94.32236842105263,82.74013157894737
14,145.10127659574468,142.36595744680852,141.2995744680851
15,123.91302408563783,110.38046387154327,96.11730597680642
16,100.81927710843374,90.09638554216868,82.65060240963855
17,142.24655272868517,137.7851039036706,134.80986599339678
18,110.29521352823159,109.33591286901691,91.44969905417025
19,127.85436893203884,120.4368932038835,116.9126213592233
20,138.82777296360484,127.76321490467937,115.07300693240902
21,121.65707747629945,117.00948022229487,108.086302713305
22,155.86517447078077,142.3402576149501,126.95024547326189
23,83.6962962962963,77.99259259259259,74.39259259259259
24,131.7896623128385,126.52437081873208,120.7672029308697
25,102.16666666666667,102.91666666666667,102.91666666666667
26,120.10778443113773,117.72415169660678,101.73493013972056
27,113.62790697674419,110.20930232558139,95.90697674418605
28,88.70863393064928,83.6281126367233,79.05515475913428
29,100.06846321922797,96.77858703568828,96.29096868171887
30,121.22390922167173,108.84113792552341,99.85504235256512
31,67.1179385530228,67.34985133795837,71.18533201189297
32,125.15803357314148,110.09448441247002,98.00143884892087
33,74.84782608695652,75.3804347826087,76.17391304347827
34,80.75531914893617,81.59574468085107,85.62765957446808
35,119.4049356969065,116.2426138338547,114.908585331943
36,72.21212121212122,72.31313131313131,72.4040404040404
37,75.0952380952381,72.85714285714286,70.9047619047619
38,78.13291139240506,77.20886075949367,79.19620253164557
39,118.84776815456362,113.09127248501,103.34243837441706
40,90.19120586275817,82.01754385964912,73.12702642682656
41,135.72527258566979,128.54828660436138,121.14427570093459
42,126.94954819277109,118.64156626506023,111.03539156626506
