Numéro,B_mean,G_mean,R_mean
1,113.91549295774648,109.25352112676056,109.92957746478874
2,142.32,135.28,133.54
3,100.26666666666667,102.66666666666667,114.4
4,185.41484249866525,156.03577148958888,131.4735718099306
5,100.5734649122807,96.61951754385964,93.60197368421052
6,112.2941427960667,109.50619923044036,101.53270628473707
7,130.37938091583524,123.56365651914386,116.13839856740854
8,175.9866724928993,163.28927244920254,144.94472361809045
9,94.55833333333334,92.61944444444444,93.32222222222222
10,100.21966101694915,100.39525423728814,105.08203389830508
11,119.89885859226379,117.17089410272669,114.65409004438808
12,152.38981173864894,147.28349944629014,130.60206718346254
13,94.34285714285714,90.25714285714285,79.57142857142857
14,154.94924554183814,147.77464236723495,129.68832059572802
15,99.02572347266882,97.32508038585209,95.20450160771705
16,93.08386948529412,91.65579044117646,88.69140625
17,102.90322580645162,96.51612903225806,87.83870967741936
18,194.91165439644396,184.8076121683567,170.83747742742048
19,81.52181208053692,80.29697986577182,77.14093959731544
20,96.2622061482821,93.80447558770344,91.45976491862568
21,121.94518466573165,116.06989247311827,106.18922393641888
22,132.93609467455622,109.42366863905326,81.29112426035503
23,160.6858145428553,139.38930404834622,123.99272207420886
24,68.88888888888889,72.91666666666667,74.25
25,107.14358974358974,100.64102564102564,90.03589743589744
26,106.74181818181818,104.95363636363636,105.99454545454546
27,90.90234530276932,88.32635484298396,84.45210017225388
28,70.49734042553192,67.93617021276596,65.53457446808511
29,126.78107700050327,123.78107700050327,122.01610468042274
30,113.94962216624685,111.51133501259446,111.61209068010075
31,110.96602972399151,107.93630573248407,108.6411889596603
32,89.08352901710835,78.94431398859443,69.12814491781282
33,84.28300843356837,79.15415456933499,71.85206691552607
34,155.50061399918133,129.05607859189521,109.43430208759722
35,107.85950413223141,106.41322314049587,94.77685950413223
36,157.79028541038824,142.64704839567452,136.391951781599
37,62.84672619047619,62.26934523809524,60.964285714285715
